courseType,courseNumber,courseTitle
MU,2020,History Of American Popular Music
MU,2100,Music Composition
MU,2101,Arranging And Orchestration
MU,2201,Sounds of Social Justice
MU,2300,Foundations Of Music Technology
MU,2301,Making Music With Machines
MU,2401,Glee Club
MU,2402,Alden Voices
MU,2403,Chamber Choir
MU,2410,Jazz Combo
MU,2411,Jazz Ensemble
MU,2412,Stage Band
MU,2413,African Drumming Ensemble
MU,2420,Orchestra
MU,2421,String Quartet
MU,2430,Concert Band
MU,2431,Brass Ensemble
MU,2440,Percussion Ensemble
MU,2450,Independent Instruction (Lessons) in Music
MU,2451,Conducting
MU,2501,Music And Mind
MU,3110,Jazz Theory
MU,3201,Music in Time of Conflict
MU,3202,Music, Gender, and Power
MU,3210,Topics in African American Music
MU,3230,World Music
MU,3301,Topics In MIDI
MU,3302,Topics In Digital Sound: Sound Design
MU,3302,Topics In Digital Sound: Film Music
MU,3303,Topics In Interactive Programming
NEU,501,Neuroscience
NEU,502,Neural Plasticity
NEU,503,Computational Neuroscience
NEU,590,ST IN NEU
NEU,590,ST in NEU: Human Neuroscience and Neurotechnology
NSE,515,Radiation Biology
NSE,530,Health Physics
NSE,570,Diagnostic Medical Physics
NSE,580,Radiation Therapy Physics
OBC,1010,Leadership Practice
OBC,3354,Organizational Behavior And Change
OBC,4367,Leadership, Ethics, And Social Responsibility
OBC,505,Teaming And Organizing For Innovation
OBC,506,Leadership
OBC,533,Negotiations
OIE,2081,Introduction To Prescriptive Analytics
OIE,2600,Scripting for Process and Productivity Improvement
OIE,2850,Engineering Economics
OIE,3020,Achieving Effective Operations
OIE,3405,Work Systems And Facilities Planning
OIE,3410,Materials Management In Supply Chains
OIE,3420,Quality Planning, Design And Control
OIE,3460,Simulation Modeling And Analysis
OIE,3510,Stochastic Models
OIE,4410,Case Studies In Industrial Engineering
OIE,4430,Advanced Prescriptive Analytics: From Data to Impact
OIE,4460,Global Planning And Logistics
OIE,501,Operations Management
OIE,542,Risk Management And Decision Making
OIE,544,Supply Chain Analysis And Design
OIE,548,Performance Analytics
OIE,549,Sustainable Supply Chain and Operations Management
OIE,552,Modeling And Optimizing Processes
OIE,553,Global Purchasing And Logistics
OIE,558,Designing And Managing Lean Six Sigma Processes
OIE,559,Advanced Prescriptive Analytics: From Data to Impact
OIE,597,Operations and Supply Chain Consulting Project
PH,1110,General Physics-Mechanics
PH,1111,Principles Of Physics-Mechanics
PH,1120,General Physics-Electricity And Magnetism
PH,1121,Principles Of Physics-Electricity And Magnetism
PH,1130,Modern Physics
PH,1140,Oscillations, And Waves
PH,1150,Introductory Physics of Living Systems
PH,2101,Principles Of Thermodynamics
PH,2201,Intermediate Mechanics I
PH,2202,Intermediate Mechanics II
PH,2301,Electromagnetic Fields
PH,2501,Photonics
PH,2502,Lasers
PH,2510,Atomic Force Microscopy
PH,2520,Introduction To Astrophysics
PH,2540,Solar Systems
PH,2550,Atmospheric And Space Environments
PH,2601,Photonics Laboratory
PH,2651,Intermediate Physics Laboratory
PH,3206,Statistical Physics
PH,3301,Electromagnetic Theory
PH,3401,Quantum Mechanics I
PH,3402,Quantum Mechanics II
PH,3501,Relativity
PH,3502,Solid State Physics
PH,3503,Nuclear Physics
PH,3504,Optics
PH,351X,General Relativity
PH,443X,Introduction To Quantum Information
PH,511,Classical Mechanics I
PH,514,Quantum Mechanics I
PH,515,Quantum Mechanics II
PH,533,Advanced Electromagnetic Theory
PH,541,Mathematical Methods in Physics
PH,544,Fundamentals of Photonics
PH,554,Solid State Physics
PH,561,Atomic Force Microscopy
PH,562,Fundamentals of Soft Matter and Biophysics
PH,563,Introduction to experimental methods in biophysics
PH,571,Biophysics/Soft Condensed Matter Journal Club
PH,571,Biophysics Journal Club
PH,580,Graduate Seminar
PH,585,Science Writing & Proposal Dev
PH,597,ST: Physics Education Research Journal Club
PH,597,ST: Quantum Field Theory
PH,597,ST: Research Practicum
PSY,1400,Introduction To Psychological Science
PSY,1500,The Science of Creativity
PSY,1504,Strategies For Improving Cognitive Skills
PSY,1800,ST In Psychological Science: Science and Practice of Well-Being: Pathways to Flourishing
PSY,2402,Social Psychology
PSY,2403,Cognitive Psychology
PSY,2404,Developmental Psychology
PSY,2406,Cross-Cultural Psychology
PSY,2411,Social Neuroscience
PSY,2412,Mental Health
PSY,2500,Psychology for Sustainability
PSY,2501,Music And Mind
PSY,3000,Psychology And Law
PSY,3211,Positive Psychology: The Science and Practice of Well-Being
PSY,3407,Psychology Of Gender
PSY,3408,Health Psychology
PSY,4100,School Psychology
PSY,4500,Experimental Design And Analysis
PSY,4800,ST: Anxiety Disorders: Empirical Research and Treatment
PSY,4800,ST In Psychological Science: Creativity and Learning Science
PSY,4800,ST In Psychological Science: Motivation Metacognition & Affect
PSY,504,Meta-Cognition, Motivation, And Affect
PSY,506,Learning and Creativity
PSY,590,ST in Psychological Science: Embodied Cognition
PSY,590,ST in Psychological Science: Human Neuroscience and Neurotech
PY,1731,Introduction To Philosophy And Religion
PY,2711,Epistemology
PY,2712,Social And Political Philosophy
PY,2713,Bioethics
PY,2716,Gender, Race, and Class
PY,2717,Philosophy And The Environment
PY,2718,Existentialism And Phenomenology
PY,2719,Philosophy Of Science
PY,2731,Ethics
PY,2734,Philosophy And Spirituality
PY,3711,Topics In Philosophy: Knowledge and Happiness
PY,3711,Topics In Philosophy
PY,3711,Topics In Philosophy: Justice and Responsibility
PY,3711,Topics In Philosophy: Marxism and Capitalism
PY,3712,Philosophy Of Religion
PY,3721,Topics In Religion: Daoism
PY,3721,Topics In Religion: (Gender) Jihad
PY,3721,Topics In Religion: Buddhism
RBE,1001,Introduction To Robotics
RBE,2001,Unified Robotics I: Mechanical Applications in Robotics
RBE,2002,Unified Robotics II: Sensing and Perception in Robotics
RBE,200X,Embedded Systems for Robotics
RBE,3001,Unified Robotics III
RBE,3002,Unified Robotics IV
RBE,3100,Social Implications Of Robotics
RBE,4322,Modeling And Analysis Of Mechatronic Systems.
RBE,4322,Modeling And Analysis Of Mechatronic Systems
RBE,4540,Vision-based Robotic Manipulation
RBE,4701,Artificial Intelligence for Robotics
RBE,474X,Deep learning For Perception
RBE,4815,Industrial Robotics
RBE,500,Foundations Of Robotics
RBE,501,Robot Dynamics
RBE,502,Robot Control
RBE,510,Multi-Robot Systems
RBE,511,Swarm Intelligence
RBE,520,Biomechanics And Robotics
RBE,521,Legged Robotics
RBE,522,Continuum Robotics
RBE,526,Human-Robot Interaction
RBE,530,Soft Robotics
RBE,549,Computer Vision
RBE,550,Motion Planning
RBE,575,Safety and Guarantees for Autonomous Robots
RBE,577,Machine Learning for Robotics
RBE,580,Biomedical Robotics
RBE,594,Capstone Project Experience In Robotics Engineering
RBE,595,SP - Deep learning for Perception
RBE,595,ST: Socially Assistive Robotics
RBE,595,ST: Medical Imaging and Instrumentation
RBE,595,ST: Optimal Control
RBE,595,ST: Hands-On Autonomous Aerial Robotics
RBE,595,ST: Fundamentals of Artificial Intelligence and Robotics for Autonomous Vehicle Applications
RBE,595,ST: Vision-based Robotic Manipulation
RBE,595,ST: Advanced Robot Navigation
RBE,595,ST: Reinforcement Learning
RE,1731,Introduction To Philosophy And Religion
RE,2716,Gender, Race, and Class
RE,2721,Religion And Culture
RE,2731,Ethics
RE,3711,Topics In Philosophy: Knowledge and Happiness
RE,3711,Topics In Philosophy
RE,3711,Topics In Philosophy: Justice and Responsibility
RE,3711,Topics In Philosophy: Marxism and Capitalism
RE,3721,Topics In Religion: Daoism
RE,3721,Topics In Religion: (Gender) Jihad
RE,3721,Topics In Religion: Buddhism
SD,1510,Introduction To System Dynamics Modeling
SD,2520,Modeling Economic And Social Systems
SD,550,System Dynamics Foundation: Managing Complexity
SEME,504,Meta-Cognition, Motivation, And Affect
SEME,524,Probability, Statistics And Data Analysis I
SEME,525,Probability, Statistics And Data Analysis II
SEME,565,User Modeling
SOC,1202,Introduction To Sociology And Cultural Diversity
SP,1523,Elementary Spanish I
SP,1524,Elementary Spanish II
SP,2521,Intermediate Spanish I
SP,2522,Intermediate Spanish II
SP,3521,Advanced Spanish I
SP,3522,Advanced Spanish II
SP,3525,Spanish American Film/Media: Cultural Issues
SP,3526,Comparative Business Environments
SP,3527,Technical And Business Spanish
SP,3528,Spanish Culture And Civilization
SP,3529,Caribbeanness: Voices Of The Spanish Caribbean
SP,3530,Spanish Film/Media: Cultural Issues
SP,3531,Contemporary Us Latino Literature & Culture
SS,1505,Games For Understanding Complexity
SS,170X,Artificial Intelligence for Society
SS,510,Principles of Epidemiology
SS,560,Artificial Intelligence: Exploring Technology, Ethics and Policy
STS,1200,Fundamentals Of Global Health
STS,4000,Senior Seminar In Global Public Health
SYS,501,Concepts Of Systems Engineering
SYS,502,Business Practices
SYS,510,Systems Architecture And Design
SYS,511,Systems Integration, Verification & Validation
SYS,512,Requirements Engineering
SYS,520,System Optimization
SYS,521,Model Based Systems Engineering
SYS,540,Introduction To Systems Thinking
SYS,579,ST: Software Systems Engineering
SYS,579,ST: Complex Decision Making
SYS,579,ST: Engineering Dependable and Secure Systems
SYS,579,ST: Systems Engineering Management and Leadership
SYS,585,Systems Engineering Capstone Experience
TH,1221,Introduction to Theatre on Page and Stage
TH,203X,Contemporary Dance
TH,205X,Dance for Musical Theatre
TH,207X,Social Dance Across Cultures
TH,2100,Fundamentals of Acting
TH,2400,Fundamentals of Theatrical Design
TH,2500,Fundamentals of Technical Theatre
TH,310X,Scene Study for Actors & Directors
TH,3200,Special Topics in Dramatic Literature: Queer Theatre
TH,3240,Playwriting
TH,3300,ST in Theater Studies: Musical Theatre and Representation
TH,3400,Lighting Design
TH,342X,Costume Design
TH,343X,Scenic Design
TH,3510,Scenic Fabrication
TH,360X,Stage Management
WPE,1003,Intro To Badminton
WPE,1008,Rowing For Fitness
WPE,1009,Walking For Fitness
WPE,1011,Touch Football
WPE,1012,Basketball
WPE,1013,Softball
WPE,1017,Beginning Swimming
WPE,1018,Volleyball
WPE,1019,Soccer
WPE,1054,Plyometrics
WPE,1055,Physical Conditioning
WPE,1070,Leisure Education: Redefining Social Norms
WPE,1077,Swimming For Fitness
WPE,1078,Aquatic Conditioning
WPE,1099,Healthy Alternative: Zumba
WPE,1099,Healthy Alternative
WPE,1099,Healthy Alternative - Zumba
WPE,1099,Healthy Alternative: Introduction to Mindfulness
WPE,1200,Club Sport - Miscellaneous
WPE,1201,Club Sport - Alpine Ski Team
WPE,1202,Club Sport - Badminton
WPE,1203,Club Sport - Ballroom Dancing
WPE,1204,Club Sport - Dance Team
WPE,1205,Club Sport - Fencing Team
WPE,1206,Club Sport - Men's Ice Hockey
WPE,1207,Club Sport - Karate
WPE,1209,Club Sport- Women's Rugby Team
WPE,1210,Club Sport - Men's Ultimate Frisbee Team
WPE,1211,Club Sport - Women's Ultimate Frisbee Team
WPE,1212,Club Sport - Men's Lacrosse Team
WPE,1213,Club Sport - Women's Lacrosse Team
WPE,1214,Club Sport - Men's Volleyball Team
WPE,1216,Club Sport - Pep Band
WPE,1217,Club Sport - Sailing
WPE,1219,Club Sport - Soma (Society of Martial Arts)
WPE,1220,Club Sport - Smas: Boffer Games
WPE,1221,Club Sport - Running
WPE,1222,Club Sport - Men's Soccer
WPE,1223,Club Sport - Women's Soccer
WPE,1224,Club Sport - Cheerleading
WPE,1225,Club Sport - Scuba Co-Ed
WPE,1226,Club Sport - Water Polo
WPE,1227,Club Sport - Tennis
WPE,1228,Club Sport - Cycling
WPE,1229,Club Sport - Men's Rugby
WPE,1230,Club Sport - Competitive Climbing Co-Ed
WPE,1231,Club Sport - Freestyle Wrestling
WPE,1232,Club Sport - Equestrian
WPE,1233,Club Sport - Men's Basketball
WPE,1234,Club Sport - Women’s Basketball
WPE,1235,Club Sport - Women’s Volleyball
WPE,1236,Club Sport - Women’s Ice Hockey
WPE,1237,Club Sport – Outing Club: Climbing
WPE,1238,Club Sport – Rangeela: Bollywood Bhangra Fusion
WPE,1239,Club Sport – Powerlifting
WPE,1601,Insight Program
WPE,1610,Approaches to Holistic Well-Being
WPE,1611,Introduction to Mindfulness
WPE,1612,Introductory Yoga
WPE,1613,Succeeding as an Introvert
WPE,1699,ST in Holistic Well-Being: Intuitive eating
WPE,1699,ST in Holistic Well-Being: Regenerative Cultures
WPE,1699,ST in Holistic Well-Being: Sophomore Success-Navigating Your Second Year at WPI
WPE,1699,ST in Holistic Well-Being: Exploring the impact of nutrition on brain, body, and planet
WPE,1699,ST in Holistic Well-Being: Finding Joy in the Visual Arts
WPE,1699,ST in Holistic Well-Being: Intuitive Eating
WPE,1699,ST in Holistic Well-Being - Sophomore Success: Navigating Your Second Year at WPI.
WPE,1699,ST in Holistic Well-Being: Exploring the Impact of Nutrition on Brain, Body and Planet
WPE,1699,ST in Holistic Well-Being: Pranayama
WPE,2001,Varsity Football Team
WPE,2002,Varsity Men's Soccer Team
WPE,2003,Varsity Women's Soccer Team
WPE,2004,Varsity Field Hockey Team
WPE,2005,Varsity Women's Volleyball Team
WPE,2006,Varsity Men's And Women's Cross Country Team
WPE,2007,Varsity Wrestling Team
WPE,2008,Varsity Men's Basketball Team
WPE,2009,Varsity Women's Basketball Team
WPE,2010,Varsity Men's And Women's Swim Team
WPE,2011,Varsity Men's And Women's Indoor Track Team
WPE,2012,Varsity Baseball Team
WPE,2013,Varsity Softball Team
WPE,2014,Varsity Men's And Women's Outdoor Track Team
WPE,2015,Varsity Men's Crew Team
WPE,2016,Varsity Women's Crew Team
WR,1010,Elements Of Writing
WR,1011,Writing About Science And Technology
WR,1020,Introduction To Rhetoric
WR,2010,Elements Of Style
WR,2200,AI in Writing and Communication
WR,2210,Business Writing And Communication
WR,2300,Intercultural Communication
WR,2310,Visual Rhetoric
WR,2410,Screenwriting
WR,2450,Narrative Design for Interactive Media and Games
WR,2500,Writing in the Life Sciences
WR,3011,Teaching Writing
WR,3112,Rhetorical Theory
WR,3210,Technical Writing
WR,3214,Writing About Disease And Public Health
WR,3450,Writing Characters For Interactive Media & Games
WR,4210,Medical Writing
WR,513,Ethical Impact and Communication in Robotics and AI Research
